Positives,Negatives,Polars,NonPolars
0.2028985507246377,0.2318840579710145,0.14492753623188406,0.42028985507246375
0.13043478260869565,0.17391304347826086,0.17391304347826086,0.5217391304347826
0.2641509433962264,0.39622641509433965,0.018867924528301886,0.32075471698113206
0.16393442622950818,0.21311475409836064,0.01639344262295082,0.6065573770491803
0.17857142857142858,0.42857142857142855,0.10714285714285714,0.2857142857142857
0.07446808510638298,0.10638297872340426,0.07446808510638298,0.7446808510638298
0.12345679012345678,0.18518518518518517,0.037037037037037035,0.654320987654321
0.23076923076923078,0.4230769230769231,0.07692307692307693,0.2692307692307692
0.16666666666666666,0.2916666666666667,0.125,0.4166666666666667
0.23076923076923078,0.46153846153846156,0.07692307692307693,0.23076923076923078
0.23076923076923078,0.46153846153846156,0.07692307692307693,0.23076923076923078
0.16071428571428573,0.25,0.07142857142857142,0.5178571428571429
0.0,0.0,0.05,0.95
0.24528301886792453,0.24528301886792453,0.03773584905660377,0.4716981132075472
0.2898550724637681,0.2753623188405797,0.043478260869565216,0.391304347826087
0.32,0.36,0.04,0.28
0.15217391304347827,0.13043478260869565,0.13043478260869565,0.5869565217391305
0.15625,0.203125,0.140625,0.5
0.06060606060606061,0.12121212121212122,0.06060606060606061,0.7575757575757576
0.20689655172413793,0.3103448275862069,0.06896551724137931,0.41379310344827586
0.14583333333333334,0.16666666666666666,0.08333333333333333,0.6041666666666666
0.22388059701492538,0.29850746268656714,0.08955223880597014,0.3880597014925373
0.18085106382978725,0.20212765957446807,0.07446808510638298,0.5425531914893617
0.1282051282051282,0.07692307692307693,0.0,0.7948717948717948
0.2972972972972973,0.33783783783783783,0.06756756756756757,0.2972972972972973
0.19642857142857142,0.17857142857142858,0.05357142857142857,0.5714285714285714
0.0,0.0,0.4,0.6
0.2857142857142857,0.42857142857142855,0.03571428571428571,0.25
0.0,0.18181818181818182,0.18181818181818182,0.6363636363636364
0.2857142857142857,0.3333333333333333,0.047619047619047616,0.3333333333333333
0.14285714285714285,0.35714285714285715,0.07142857142857142,0.42857142857142855
0.0,0.16666666666666666,0.0,0.8333333333333334
0.07142857142857142,0.2857142857142857,0.07142857142857142,0.5714285714285714
0.13636363636363635,0.3181818181818182,0.0,0.5454545454545454
0.0,0.0,0.2,0.8
0.2,0.26666666666666666,0.13333333333333333,0.4
0.16666666666666666,0.2,0.0,0.6333333333333333
0.15384615384615385,0.3076923076923077,0.11538461538461539,0.4230769230769231
0.23529411764705882,0.4117647058823529,0.058823529411764705,0.29411764705882354
0.09090909090909091,0.2727272727272727,0.18181818181818182,0.45454545454545453
0.0,0.25,0.16666666666666666,0.5833333333333334
0.07142857142857142,0.10714285714285714,0.14285714285714285,0.6785714285714286
0.0,0.2857142857142857,0.14285714285714285,0.5714285714285714
0.14285714285714285,0.42857142857142855,0.07142857142857142,0.35714285714285715
0.16666666666666666,0.3333333333333333,0.2222222222222222,0.2777777777777778
0.17391304347826086,0.30434782608695654,0.08695652173913043,0.43478260869565216
0.25925925925925924,0.37037037037037035,0.07407407407407407,0.2962962962962963
0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556
0.16666666666666666,0.4583333333333333,0.041666666666666664,0.3333333333333333
0.09523809523809523,0.2857142857142857,0.09523809523809523,0.5238095238095238
0.2,0.2,0.06666666666666667,0.5333333333333333
0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5
0.07142857142857142,0.35714285714285715,0.07142857142857142,0.5
0.2222222222222222,0.3333333333333333,0.16666666666666666,0.2777777777777778
0.24,0.32,0.08,0.36
0.05263157894736842,0.5789473684210527,0.0,0.3684210526315789
0.16,0.36,0.12,0.36
0.09090909090909091,0.2727272727272727,0.09090909090909091,0.5454545454545454
0.0,0.18181818181818182,0.0,0.8181818181818182
0.17857142857142858,0.32142857142857145,0.17857142857142858,0.32142857142857145
0.0,0.26666666666666666,0.13333333333333333,0.6
